SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, FACE VALUE
RALLIS,Rallis India Limited,EQ,01-APR-1999,1
RAMANEWS,Shree Rama Newsprint Limited,EQ,20-SEP-2006,10
RAMAPHO,Rama Phosphates Limited,EQ,05-AUG-2022,5
RAMASTEEL,Rama Steel Tubes Limited,EQ,19-AUG-2015,1
RAMCOCEM,The Ramco Cements Limited,EQ,09-APR-1997,1
RAMCOIND,Ramco Industries Limited,EQ,06-NOV-1996,1
RAMCOSYS,Ramco Systems Limited,EQ,12-APR-2000,10
RAMKY,Ramky Infrastructure Limited,EQ,08-OCT-2010,10
RAMRAT,Ram Ratna Wires Limited,EQ,29-JUL-2022,5
RANASUG,Rana Sugars Limited,EQ,24-FEB-2005,10
RANEHOLDIN,Rane Holdings Limited,EQ,24-SEP-1997,10
RATEGAIN,Rategain Travel Technologies Limited,EQ,17-DEC-2021,1
RATNAMANI,Ratnamani Metals & Tubes Limited,EQ,09-MAY-2006,2
RATNAVEER,Ratnaveer Precision Engineering Limited,EQ,11-SEP-2023,10
RAYMOND,Raymond Limited,EQ,18-OCT-1995,10
RAYMONDLSL,Raymond Lifestyle Limited,EQ,05-SEP-2024,2
RAYMONDREL,Raymond Realty Limited,EQ,01-JUL-2025,10
RBA,Restaurant Brands Asia Limited,EQ,14-DEC-2020,10
RBLBANK,RBL Bank Limited,EQ,31-AUG-2016,10
RBZJEWEL,RBZ Jewellers Limited,EQ,27-DEC-2023,10
RCF,Rashtriya Chemicals and Fertilizers Limited,EQ,07-JAN-1998,10
RCOM,Reliance Communications Limited,BE,06-MAR-2006,5
RECLTD,REC Limited,EQ,12-MAR-2008,10
REDINGTON,Redington Limited,EQ,15-FEB-2007,2
REDTAPE,Redtape Limited,EQ,11-AUG-2023,2
REFEX,Refex Industries Limited,EQ,03-DEC-2009,2
REGAAL,Regaal Resources Limited,EQ,20-AUG-2025,5
REGENCERAM,Regency Ceramics Limited,EQ,05-JUN-1996,10
RELAXO,Relaxo Footwears Limited,EQ,17-JUN-2011,1
RELCHEMQ,Reliance Chemotex Industries Limited,EQ,25-MAY-2022,10
RELIABLE,Reliable Data Services Limited,BE,10-JUL-2024,10
RELIANCE,Reliance Industries Limited,EQ,29-NOV-1995,10
RELIGARE,Religare Enterprises Limited,EQ,21-NOV-2007,10
RELINFRA,Reliance Infrastructure Limited,BE,08-FEB-1995,10
RELTD,Ravindra Energy Limited,EQ,30-JUL-2024,10
REMSONSIND,Remsons Industries Limited,EQ,31-JAN-1996,2
RENUKA,Shree Renuka Sugars Limited,EQ,31-OCT-2005,1
REPCOHOME,Repco Home Finance Limited,EQ,01-APR-2013,10
REPL,Rudrabhishek Enterprises Limited,EQ,14-DEC-2020,10
REPRO,Repro India Limited,EQ,22-DEC-2005,10
RESPONIND,Responsive Industries Limited,EQ,29-OCT-2010,1
RETAIL,JHS Svendgaard Retail Ventures Limited,EQ,26-JUN-2024,10
RGL,Renaissance Global Limited,EQ,12-DEC-2007,2
RHETAN,Rhetan TMT Limited,EQ,26-SEP-2025,1
RHFL,Reliance Home Finance Limited,BZ,22-SEP-2017,10
RHIM,RHI MAGNESITA INDIA LIMITED,EQ,12-MAR-2012,1
RHL,Robust Hotels Limited,EQ,25-APR-2023,10
RICOAUTO,Rico Auto Industries Limited,EQ,12-MAY-2003,1
RIIL,Reliance Industrial Infrastructure Limited,EQ,29-NOV-1995,10
RISHABH,Rishabh Instruments Limited,EQ,11-SEP-2023,10
RITCO,Ritco Logistics Limited,EQ,12-APR-2022,10
RITES,RITES Limited,EQ,02-JUL-2018,10
RKDL,Ravi Kumar Distilleries Limited,EQ,27-DEC-2010,10
RKEC,RKEC Projects Limited,EQ,18-DEC-2020,10
RKFORGE,Ramkrishna Forgings Limited,EQ,05-MAY-2004,2
RKSWAMY,R K Swamy Limited,EQ,12-MAR-2024,5
RMDRIP,R M Drip and Sprinklers Systems Limited,EQ,30-JUL-2025,1
RML,Rane (Madras) Limited,EQ,30-AUG-2005,10
RNBDENIMS,R&B Denims Limited,EQ,04-SEP-2025,2
ROHLTD,Royal Orchid Hotels Limited,EQ,06-FEB-2006,10
ROLEXRINGS,Rolex Rings Limited,EQ,09-AUG-2021,1
ROLLT,Rollatainers Limited,EQ,22-NOV-2016,1
ROLTA,Rolta India Limited,BZ,01-MAR-1995,10
ROML,Raj Oil Mills Limited,EQ,06-OCT-2020,10
ROSSARI,Rossari Biotech Limited,EQ,23-JUL-2020,2
ROSSELLIND,Rossell India Limited,EQ,25-SEP-2012,2
ROSSTECH,Rossell Techsys Limited,EQ,09-DEC-2024,2
ROTO,Roto Pumps Limited,EQ,21-APR-2022,1
ROUTE,ROUTE MOBILE LIMITED,EQ,21-SEP-2020,10
RPEL,Raghav Productivity Enhancers Limited,EQ,08-AUG-2024,10
RPGLIFE,RPG Life Sciences Limited,EQ,10-JUN-2008,8
RPOWER,Reliance Power Limited,EQ,11-FEB-2008,10
RPPINFRA,R.P.P. Infra Projects Limited,EQ,06-DEC-2010,10
RPPL,Rajshree Polypack Limited,EQ,26-NOV-2021,5
RPSGVENT,RPSG VENTURES LIMITED,EQ,25-JAN-2019,10
RPTECH,Rashi Peripherals Limited,EQ,14-FEB-2024,5
RRKABEL,R R Kabel Limited,EQ,20-SEP-2023,5
RSSOFTWARE,R. S. Software (India) Limited,EQ,19-MAY-1999,5
RSWM,RSWM Limited,EQ,15-FEB-1995,10
RSYSTEMS,R Systems International Limited,EQ,26-APR-2006,1
RTNINDIA,RattanIndia Enterprises Limited,EQ,30-JUL-2012,2
RTNPOWER,RattanIndia Power Limited,EQ,30-OCT-2009,10
RUBFILA,Rubfila International Limited,EQ,08-AUG-2024,5
RUBICON,Rubicon Research Limited,EQ,16-OCT-2025,1
RUBYMILLS,The Ruby Mills Limited,EQ,29-MAR-1995,5
RUCHINFRA,Ruchi Infrastructure Limited,EQ,16-OCT-1996,1
RUCHIRA,Ruchira Papers Limited,EQ,20-DEC-2006,10
RUPA,Rupa & Company Limited,EQ,07-DEC-2011,1
RUSHIL,Rushil Decor Limited,EQ,07-JUL-2011,1
RUSTOMJEE,Keystone Realtors Limited,EQ,24-NOV-2022,10
RVHL,Ravinder Heights Limited,BE,18-DEC-2020,1
RVNL,Rail Vikas Nigam Limited,EQ,11-APR-2019,10
RVTH,Revathi Equipment India Limited,EQ,11-SEP-2024,10
S&SPOWER,S&S Power Switchgears Limited,EQ,27-SEP-1995,10
SAATVIKGL,Saatvik Green Energy Limited,EQ,26-SEP-2025,2
SABEVENTS,Sab Events & Governance Now Media Limited,BE,15-SEP-2016,10
SABTNL,Sri Adhikari Brothers Television Network Limited,BE,01-APR-2024,10
SADBHAV,Sadbhav Engineering Limited,EQ,01-MAR-2006,1
SADBHIN,Sadbhav Infrastructure Project Limited,EQ,16-SEP-2015,10
SADHNANIQ,Sadhana Nitrochem Limited,EQ,05-MAY-2023,1
SAFARI,Safari Industries (India) Limited,EQ,12-SEP-2019,2
SAGARDEEP,Sagardeep Alloys Limited,EQ,25-JAN-2019,10
SAGCEM,Sagar Cements Limited,EQ,29-JAN-2007,2
SAGILITY,SAGILITY LIMITED,EQ,12-NOV-2024,10
SAHYADRI,Sahyadri Industries Limited,EQ,06-APR-2023,10
SAIL,Steel Authority of India Limited,EQ,06-JUL-1995,10
SAILIFE,Sai Life Sciences Limited,EQ,18-DEC-2024,1
SAKAR,Sakar Healthcare Limited,EQ,11-APR-2019,10
SAKHTISUG,Sakthi Sugars Limited,EQ,06-SEP-1995,10
SAKSOFT,Saksoft Limited,EQ,09-MAY-2005,1
SAKUMA,Sakuma Exports Limited,EQ,08-MAR-2006,1
SALASAR,Salasar Techno Engineering Limited,EQ,25-JUL-2017,1
SALONA,Salona Cotspin Limited,EQ,16-JUN-2016,10
SALSTEEL,S.A.L. Steel Limited,BE,24-NOV-2004,10
SALZERELEC,Salzer Electronics Limited,EQ,02-DEC-2015,10
SAMBHAAV,Sambhaav Media Limited,BE,05-JUN-1996,1
SAMBHV,Sambhv Steel Tubes Limited,EQ,02-JUL-2025,10
SAMHI,Samhi Hotels Limited,EQ,22-SEP-2023,1
SAMMAANCAP,Sammaan Capital Limited,EQ,23-JUL-2013,2
SAMPANN,Sampann Utpadan India Limited,EQ,27-JUL-2012,10
SANATHAN,Sanathan Textiles Limited,EQ,27-DEC-2024,10
SANCO,Sanco Industries Limited,BZ,22-NOV-2016,10
SANDESH,The Sandesh Limited,EQ,26-NOV-2002,10
SANDHAR,Sandhar Technologies Limited,EQ,02-APR-2018,10
SANDUMA,Sandur Manganese & Iron Ores Limited,EQ,07-SEP-2023,10
SANGAMIND,Sangam (India) Limited,EQ,17-JUL-1996,10
SANGHIIND,Sanghi Industries Limited,EQ,10-MAY-1995,10
SANGHVIMOV,Sanghvi Movers Limited,EQ,24-JAN-2007,1
SANGINITA,Sanginita Chemicals Limited,EQ,15-JUL-2019,10
SANOFI,Sanofi India Limited,EQ,19-MAY-2003,10
SANOFICONR,Sanofi Consumer Healthcare India Limited,EQ,13-SEP-2024,10
SANSERA,Sansera Engineering Limited,EQ,24-SEP-2021,2
SANSTAR,Sanstar Limited,EQ,26-JUL-2024,2
SANWARIA,Sanwaria Consumer Limited,BZ,27-MAR-2006,1
SAPPHIRE,Sapphire Foods India Limited,EQ,18-NOV-2021,2
SARDAEN,Sarda Energy & Minerals Limited,EQ,03-DEC-2009,1
SAREGAMA,Saregama India Limited,EQ,30-JUL-1997,1
SARLAPOLY,Sarla Performance Fibers Limited,EQ,19-JAN-2007,1
SARVESHWAR,Sarveshwar Foods Limited,EQ,08-DEC-2022,1
SASKEN,Sasken Technologies Limited,EQ,09-SEP-2005,10
SASTASUNDR,Sastasundar Ventures Limited,EQ,05-OCT-2010,10
SATIA,Satia Industries Limited,EQ,17-JUL-2019,1
SATIN,Satin Creditcare Network Limited,EQ,26-AUG-2015,10
SAURASHCEM,Saurashtra Cement Limited,EQ,27-FEB-2024,10
SBC,SBC Exports Limited,EQ,23-NOV-2021,1
SBCL,Shivalik Bimetal Controls Limited,EQ,24-JUN-2021,2
SBFC,SBFC Finance Limited,EQ,16-AUG-2023,10
SBGLP,Suratwwala Business Group Limited,EQ,10-FEB-2023,1
SBICARD,SBI Cards and Payment Services Limited,EQ,16-MAR-2020,10
SBILIFE,SBI Life Insurance Company Limited,EQ,03-OCT-2017,10
SBIN,State Bank of India,EQ,01-MAR-1995,1
SCHAEFFLER,Schaeffler India Limited,EQ,29-NOV-2000,2
SCHAND,S Chand And Company Limited,EQ,09-MAY-2017,5
SCHNEIDER,Schneider Electric Infrastructure Limited,EQ,20-MAR-2012,2
SCI,Shipping Corporation Of India Limited,EQ,13-AUG-1997,10
SCILAL,Shipping Corporation of India Land and Assets Limited,EQ,19-MAR-2024,10
SCODATUBES,Scoda Tubes Limited,EQ,04-JUN-2025,10
SCPL,Sheetal Cool Products Limited,EQ,22-NOV-2022,10
SDBL,Som Distilleries & Breweries Limited,EQ,18-MAR-2014,2
SEAMECLTD,Seamec Limited,EQ,28-JUN-1995,10
SECMARK,SecMark Consultancy Limited,EQ,16-OCT-2023,10
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,BE,29-JAN-2014,5
SEJALLTD,Sejal Glass Limited,BE,13-DEC-2021,10
SELMC,SEL Manufacturing Company Limited,EQ,26-OCT-2021,10
SEMAC,Semac Construction Limited,EQ,11-AUG-2005,10
SENCO,Senco Gold Limited,EQ,14-JUL-2023,5
SENORES,Senores Pharmaceuticals Limited,EQ,30-DEC-2024,10
SEPC,SEPC Limited,EQ,20-FEB-2008,10
SEQUENT,Sequent Scientific Limited,EQ,10-MAR-2016,2
SERVOTECH,Servotech Renewable Power System Limited,EQ,02-SEP-2021,1
SESHAPAPER,Seshasayee Paper and Boards Limited,EQ,29-MAR-1995,2
SETCO,Setco Automotive Limited,EQ,01-JUL-2016,2
SETUINFRA,Setubandhan Infrastructure Limited,BZ,04-OCT-2011,1
SEYAIND,Seya Industries Limited,BE,11-JUL-2019,10
SFL,Sheela Foam Limited,EQ,09-DEC-2016,5
SGFIN,SG Finserve Limited,EQ,05-AUG-2025,10
SGIL,Synergy Green Industries Limited,EQ,28-JUL-2021,10
SGL,STL Global Limited,EQ,10-APR-2006,10
SGLTL,Standard Glass Lining Technology Limited,EQ,13-JAN-2025,10
SGMART,SG Mart Limited,EQ,12-SEP-2025,1
SHAH,Shah Metacorp Limited,EQ,27-OCT-2010,1
SHAHALLOYS,Shah Alloys Limited,EQ,16-JUN-2005,10
SHAILY,Shaily Engineering Plastics Limited,EQ,04-APR-2022,2
SHAKTIPUMP,Shakti Pumps (India) Limited,EQ,29-JAN-2015,10
SHALBY,Shalby Limited,EQ,15-DEC-2017,10
SHALPAINTS,Shalimar Paints Limited,EQ,03-MAR-2008,2
SHANKARA,Shankara Building Products Limited,EQ,05-APR-2017,10
SHANTI,Shanti Overseas (India) Limited,EQ,16-SEP-2021,10
SHANTIGEAR,Shanthi Gears Limited,EQ,17-JAN-1996,1
SHANTIGOLD,Shanti Gold International Limited,EQ,01-AUG-2025,10
SHARDACROP,Sharda Cropchem Limited,EQ,23-SEP-2014,10
SHARDAMOTR,Sharda Motor Industries Limited,EQ,03-SEP-2015,2
SHAREINDIA,Share India Securities Limited,EQ,21-SEP-2020,2
SHEKHAWATI,Shekhawati Industries Limited,EQ,12-JAN-2011,10
SHEMAROO,Shemaroo Entertainment Limited,EQ,01-OCT-2014,10
SHILCTECH,Shilchar Technologies Limited,EQ,24-NOV-2025,10
SHILPAMED,Shilpa Medicare Limited,EQ,03-DEC-2009,1
SHIVALIK,Shivalik Rasayan Limited,EQ,09-DEC-2021,5
SHIVAMAUTO,Shivam Autotech Limited,EQ,21-NOV-2006,2
SHIVAMILLS,Shiva Mills Limited,EQ,26-FEB-2018,10
SHIVATEX,Shiva Texyarn Limited,EQ,26-DEC-2017,10
SHIVAUM,Shiv Aum Steels Limited,EQ,14-NOV-2025,10
SHK,S H Kelkar and Company Limited,EQ,16-NOV-2015,10
SHOPERSTOP,Shoppers Stop Limited,EQ,23-MAY-2005,5
SHRADHA,Shradha Infraprojects Limited,EQ,22-OCT-2020,2
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,EQ,28-JAN-2020,10
SHREECEM,SHREE CEMENT LIMITED,EQ,26-APR-1995,10
SHREEJISPG,Shreeji Shipping Global Limited,EQ,26-AUG-2025,10
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,EQ,10-SEP-2015,10
SHREERAMA,Shree Rama Multi-Tech Limited,EQ,13-MAR-2000,5
SHRENIK,Shrenik Limited,EQ,02-AUG-2019,1
SHREYANIND,Shreyans Industries Limited,EQ,06-NOV-1996,10
SHRINGARMS,Shringar House of Mangalsutra Limited,EQ,17-SEP-2025,10
SHRIPISTON,Shriram Pistons & Rings Limited,EQ,02-JUN-2016,10
SHRIRAMFIN,Shriram Finance Limited,EQ,11-DEC-1996,2
SHRIRAMPPS,Shriram Properties Limited,EQ,20-DEC-2021,10
SHYAMCENT,Shyam Century Ferrous Limited,BE,28-JUL-2015,1
SHYAMMETL,Shyam Metalics and Energy Limited,EQ,24-JUN-2021,10
SHYAMTEL,Shyam Telecom Limited,EQ,06-NOV-2006,10
SICALLOG,Sical Logistics Limited,BE,12-OCT-2023,10
SIEMENS,Siemens Limited,EQ,06-SEP-1995,2
SIGACHI,Sigachi Industries Limited,EQ,15-NOV-2021,1
SIGIND,Signet Industries Limited,EQ,29-AUG-2018,10
SIGMA,Sigma Solve Limited,BE,09-JUN-2023,1
SIGNATURE,Signatureglobal (India) Limited,EQ,27-SEP-2023,1
SIGNPOST,Signpost India Limited,EQ,14-FEB-2024,2
SIKKO,Sikko Industries Limited,BE,22-OCT-2021,1
SIL,Standard Industries Limited,EQ,27-JAN-2004,5
SILGO,Silgo Retail Limited,EQ,03-MAR-2021,10
SILINV,SIL Investments Limited,EQ,22-MAY-1996,10
SILLYMONKS,Silly Monks Entertainment Limited,BE,08-JUL-2020,10
SILVERTUC,Silver Touch Technologies Limited,EQ,12-MAY-2022,10
SIMBHALS,Simbhaoli Sugars Limited,BZ,14-MAR-2016,10
SIMPLEXINF,Simplex Infrastructures Limited,EQ,09-MAR-2004,2
SINCLAIR,Sinclairs Hotels Limited,EQ,10-APR-2024,2
SINDHUTRAD,Sindhu Trade Links Limited,EQ,20-JUN-2023,1
SINTERCOM,Sintercom India Limited,EQ,07-OCT-2020,10
SIRCA,Sirca Paints India Limited,EQ,22-JUL-2019,10
SIS,SIS LIMITED,EQ,10-AUG-2017,5
SITINET,Siti Networks Limited,BZ,10-JAN-2007,1
SIYSIL,Siyaram Silk Mills Limited,EQ,29-JAN-2007,2
SJS,S.J.S. Enterprises Limited,EQ,15-NOV-2021,10
SJVN,SJVN Limited,EQ,20-MAY-2010,10
SKFINDIA,SKF India Limited,EQ,27-JAN-1999,10
SKFINDUS,SKF India (Industrial) Limited,BE,05-DEC-2025,10
SKIL,SKIL Infrastructure Limited,BZ,09-OCT-1996,10
SKIPPER,Skipper Limited,EQ,27-MAY-2015,1
SKMEGGPROD,SKM Egg Products Export (India) Limited,EQ,14-MAR-1997,10
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,EQ,06-JAN-2023,10
SMARTLINK,Smartlink Holdings Limited,EQ,11-APR-2001,2
SMARTWORKS,Smartworks Coworking Spaces Limited,EQ,17-JUL-2025,10
SMCGLOBAL,SMC Global Securities Limited,EQ,24-FEB-2021,2
SMLMAH,SML Mahindra Limited,EQ,29-AUG-2003,10
SMLT,Sarthak Metals Limited,EQ,25-NOV-2021,10
SMSPHARMA,SMS Pharmaceuticals Limited,EQ,28-FEB-2007,1
SNOWMAN,Snowman Logistics Limited,EQ,12-SEP-2014,10
SOBHA,Sobha Limited,EQ,20-DEC-2006,10
SOFTTECH,Softtech Engineers Limited,EQ,25-FEB-2022,10
SOLARA,Solara Active Pharma Sciences Limited,EQ,27-JUN-2018,10
SOLARINDS,Solar Industries India Limited,EQ,03-APR-2006,2
SOLARWORLD,Solarworld Energy Solutions Limited,EQ,30-SEP-2025,5
SOLEX,Solex Energy Limited,EQ,08-OCT-2025,10
SOMANYCERA,Somany Ceramics Limited,EQ,22-NOV-1995,2
SOMATEX,Soma Textiles & Industries Limited,BE,14-AUG-1996,10
SOMICONVEY,Somi Conveyor Beltings Limited,EQ,18-JUL-2016,10
SONACOMS,Sona BLW Precision Forgings Limited,EQ,24-JUN-2021,10
SONAMLTD,SONAM LIMITED,EQ,07-APR-2022,5
SONATSOFTW,Sonata Software Limited,EQ,28-JUL-1999,1
SOTL,Savita Oil Technologies Limited,EQ,28-JUN-1995,2
SOUTHBANK,The South Indian Bank Limited,EQ,08-DEC-1998,1
SOUTHWEST,South West Pinnacle Exploration Limited,BE,18-APR-2019,10
SPAL,S. P. Apparels Limited,EQ,12-AUG-2016,10
SPANDANA,Spandana Sphoorty Financial Limited,EQ,19-AUG-2019,10
SPARC,Sun Pharma Advanced Research Company Limited,EQ,18-JUL-2007,1
SPCENET,Spacenet Enterprises India Limited,BE,10-JAN-2017,1
SPECIALITY,Speciality Restaurants Limited,EQ,30-MAY-2012,10
SPECTRUM,Spectrum Electrical Industries Limited,EQ,28-MAR-2025,10
SPENCERS,Spencer's Retail Limited,EQ,25-JAN-2019,5
SPIC,Southern Petrochemicals Industries Corporation  Limited,EQ,10-JAN-1996,10
SPLIL,SPL Industries Limited,EQ,26-JUL-2005,10
SPLPETRO,Supreme Petrochem Limited,EQ,24-MAY-2022,2
SPMLINFRA,SPML Infra Limited,EQ,14-FEB-1996,2
SPORTKING,Sportking India Limited,EQ,24-AUG-2022,1
SRD,Shankar Lal Rampal Dye-Chem Limited,EQ,09-OCT-2024,10
SREEL,Sreeleathers Limited,EQ,01-JAN-2014,10
SRF,SRF Limited,EQ,18-AUG-2003,10
SRGHFL,SRG Housing Finance Limited,EQ,21-AUG-2023,10
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,EQ,08-MAY-2007,10
SRM,SRM Contractors Limited,EQ,03-APR-2024,10
SRPL,Shree Ram Proteins Limited,BZ,23-SEP-2020,1
SSDL,Saraswati Saree Depot Limited,EQ,20-AUG-2024,10
SSWL,Steel Strips Wheels Limited,EQ,06-JUN-2005,1
STALLION,Stallion India Fluorochemicals Limited,BE,23-JAN-2025,10
STANLEY,Stanley Lifestyles Limited,EQ,28-JUN-2024,2
STAR,Strides Pharma Science Limited,EQ,02-FEB-2000,10
STARCEMENT,Star Cement Limited,EQ,16-JUN-2017,1
STARHEALTH,Star Health and Allied Insurance Company Limited,EQ,10-DEC-2021,10
STARPAPER,Star Paper Mills Limited,EQ,13-SEP-1995,10
STARTECK,Starteck Finance Limited,EQ,04-MAY-2022,10
STCINDIA,The State Trading Corporation of India Limited,EQ,01-APR-2003,10
STEELCAS,Steelcast Limited,EQ,23-NOV-2021,1
STEELCITY,Steel City Securities Limited,EQ,27-JUN-2019,10
STEELXIND,STEEL EXCHANGE INDIA LIMITED,EQ,20-JUL-2017,1
STEL,Stel Holdings Limited,EQ,09-FEB-2011,10
STERTOOLS,Sterling Tools Limited,EQ,02-FEB-2006,2
STLNETWORK,STL Networks Limited,EQ,04-SEP-2025,2
STLTECH,Sterlite Technologies Limited,EQ,08-DEC-2000,2
STOVEKRAFT,Stove Kraft Limited,EQ,05-FEB-2021,10
STUDDS,Studds Accessories Limited,EQ,07-NOV-2025,5
STYL,Seshaasai Technologies Limited,EQ,30-SEP-2025,10
STYLAMIND,Stylam Industries Limited,EQ,02-AUG-2021,5
STYLEBAAZA,Baazar Style Retail Limited,EQ,06-SEP-2024,5
STYRENIX,Styrenix Performance Materials Limited,EQ,29-MAR-1995,10
SUBEXLTD,Subex Limited,EQ,05-NOV-2020,5
SUBROS,Subros Limited,EQ,13-JUL-2005,2
SUDARSCHEM,Sudarshan Chemical Industries Limited,EQ,25-MAY-1995,2
SUDEEPPHRM,Sudeep Pharma Limited,EQ,28-NOV-2025,1
SUKHJITS,Sukhjit Starch & Chemicals Limited,EQ,07-NOV-2022,5
SULA,Sula Vineyards Limited,EQ,22-DEC-2022,2
SUMEETINDS,Sumeet Industries Limited,BE,10-DEC-2010,2
SUMICHEM,Sumitomo Chemical India Limited,EQ,27-JAN-2020,10
SUMIT,Sumit Woods Limited,EQ,30-JUL-2019,10
SUMMITSEC,Summit Securities Limited,EQ,28-JAN-2011,10
SUNCLAY,Sundaram Clayton Limited,EQ,29-DEC-2023,5
SUNDARAM,Sundaram Multi Pap Limited,EQ,02-JUN-2010,1
SUNDARMFIN,Sundaram Finance Limited,EQ,07-JAN-1998,10
SUNDRMBRAK,Sundaram Brake Linings Limited,EQ,17-JUL-1996,10
SUNDRMFAST,Sundram Fasteners Limited,EQ,07-JUN-2000,1
SUNDROP,Sundrop Brands Limited,EQ,06-DEC-2002,10
SUNFLAG,Sunflag Iron And Steel Company Limited,EQ,29-SEP-2005,10
SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,08-FEB-1995,1
SUNTECK,Sunteck Realty Limited,EQ,13-NOV-2009,1
SUNTV,Sun TV Network Limited,EQ,24-APR-2006,5
SUPERHOUSE,Superhouse Limited,EQ,26-SEP-2014,10
SUPERSPIN,Super Spinning Mills Limited,EQ,08-JUL-2004,1
SUPRAJIT,Suprajit Engineering Limited,EQ,18-FEB-2005,1
SUPREME,Supreme Holdings & Hospitality (India) Limited,EQ,03-FEB-2025,10
SUPREMEENG,Supreme Engineering Limited,BZ,04-DEC-2020,1
SUPREMEIND,Supreme Industries Limited,EQ,19-JUL-1995,2
SUPREMEINF,Supreme Infrastructure India Limited,BZ,18-OCT-2007,10
SUPRIYA,Supriya Lifescience Limited,EQ,28-DEC-2021,2
SURAJEST,Suraj Estate Developers Limited,EQ,26-DEC-2023,5
SURAJLTD,Suraj Limited,EQ,29-AUG-2024,10
SURAKSHA,Suraksha Diagnostic Limited,EQ,06-DEC-2024,2
SURANASOL,Surana Solar Limited,EQ,07-JAN-2011,5
SURANAT&P,Surana Telecom and Power Limited,EQ,22-MAY-2002,1
SURYALAXMI,Suryalakshmi Cotton Mills Limited,EQ,15-JUN-2005,10
SURYAROSNI,Surya Roshni Limited,EQ,10-MAY-1995,5
SURYODAY,Suryoday Small Finance Bank Limited,EQ,26-MAR-2021,10
SUTLEJTEX,Sutlej Textiles and Industries Limited,EQ,14-DEC-2006,1
SUULD,Suumaya Industries Limited,BZ,19-OCT-2020,10
SUVEN,Suven Life Sciences Limited,EQ,23-OCT-2003,1
SUVIDHAA,Suvidhaa Infoserve Limited,EQ,31-MAR-2021,1
SUYOG,Suyog Telematics Limited,EQ,20-AUG-2024,10
SUZLON,Suzlon Energy Limited,EQ,19-OCT-2005,2
SVLL,Shree Vasu Logistics Limited,EQ,21-APR-2023,10
SVPGLOB,SVP GLOBAL TEXTILES LIMITED,BE,14-JUL-2021,1
SWANCORP,SWAN CORP LIMITED,EQ,29-MAY-2012,1
SWANDEF,Swan Defence and Heavy Industries Limited,BE,20-JAN-2025,10
SWARAJENG,Swaraj Engines Limited,EQ,06-DEC-1995,10
SWELECTES,Swelect Energy Systems Limited,EQ,09-MAY-2006,10
SWIGGY,Swiggy Limited,EQ,13-NOV-2024,1
SWSOLAR,Sterling and Wilson Renewable Energy Limited,EQ,20-AUG-2019,1
SYMPHONY,Symphony Limited,EQ,15-JUN-2011,2
SYNCOMF,Syncom Formulations (India) Limited,EQ,18-NOV-2022,1
SYNGENE,Syngene International Limited,EQ,11-AUG-2015,10
SYRMA,Syrma SGS Technology Limited,EQ,26-AUG-2022,10
SYSTMTXC,Systematix Corporate Services Limited,EQ,06-OCT-2025,1
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,EQ,27-JUL-1995,10
TAJGVK,Taj GVK Hotels & Resorts Limited,EQ,20-DEC-2000,2
TAKE,Take Solutions Limited,BE,27-AUG-2007,1
TALBROAUTO,Talbros Automotive Components Limited,EQ,29-SEP-2006,2
TANLA,Tanla Platforms Limited,EQ,05-JAN-2007,1
TARACHAND,Tara Chand InfraLogistic Solutions Limited,EQ,16-APR-2024,2
TARAPUR,Tarapur Transformers Limited,BE,18-MAY-2010,10
TARC,TARC Limited,EQ,18-DEC-2020,2
TARIL,Transformers And Rectifiers (India) Limited,EQ,28-DEC-2007,1
TARMAT,Tarmat Limited,EQ,09-JUL-2007,10
TARSONS,Tarsons Products Limited,EQ,26-NOV-2021,2
TASTYBITE,Tasty Bite Eatables Limited,EQ,23-MAR-2017,10
TATACAP,Tata Capital Limited,EQ,13-OCT-2025,10
TATACHEM,Tata Chemicals Limited,EQ,01-APR-1999,10
TATACOMM,Tata Communications Limited,EQ,12-APR-1995,10
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ,18-NOV-1998,1
TATAELXSI,Tata Elxsi Limited,EQ,17-SEP-2003,10
TATAINVEST,Tata Investment Corporation Limited,EQ,24-JUN-1998,1
TATAPOWER,Tata Power Company Limited,EQ,03-APR-1996,1
TATASTEEL,Tata Steel Limited,EQ,18-NOV-1998,1
TATATECH,Tata Technologies Limited,EQ,30-NOV-2023,2
TATVA,Tatva Chintan Pharma Chem Limited,EQ,29-JUL-2021,10
TBOTEK,TBO Tek Limited,EQ,15-MAY-2024,1
TBZ,Tribhovandas Bhimji Zaveri Limited,EQ,09-MAY-2012,10
TCI,Transport Corporation of India Limited,EQ,21-JAN-2002,2
TCIEXP,TCI Express Limited,EQ,15-DEC-2016,2
TCIFINANCE,TCI Finance Limited,EQ,21-MAY-1997,10
TCPLPACK,TCPL Packaging Limited,EQ,17-OCT-2017,10
TCS,Tata Consultancy Services Limited,EQ,25-AUG-2004,1
